batch,provisional_case_id,event_year,event_date_original,normalized_date,date_precision,event_time,municipality,locality,latitude,longitude,location_precision,region,medium,phenomenon_class,secondary_tags,short_case_summary,witness_count,witness_class,agency_or_institution,evidence_type,source_tier,source_name,source_url,archived_url,source_date,language,duplicate_status,possible_existing_case_match,confidence_score,confidence_label,conventional_explanation_check,why_it_counts,unresolved_questions,recommended_followup,foia_candidate_agency,notes
3,PRUAP-GAP-CLUSTER-2017-HUM,2017,June 2017 - August 2018 (range),2017-06/2018-08,range,various,"Humacao + Naguabo (adjacent east-coast municipalities, El Yunque foothills)",multiple barrios,,,municipality (multi),East PR coast / El Yunque foothills,aerial,photo_video_case,grouped_cluster;serial_photo_reporter;~24_reports;camera_only;repetitive,"GROUPED CLUSTER entry consolidating ~24 repetitive MUFON reports filed from Humacao and adjacent Naguabo between June 2017 and August 2018 by an apparent single serial photo-reporter who repeatedly pointed a camera at the sky and submitted whatever appeared in the images (shapes logged as cigar, egg, disc, oval, Saturn-like, cylinder, square). Individual reports include MUFON #84870, #85539, #89066 and ~21 others. Grouped per dedup rule against count inflation; NOT itemized as separate candidates.",1 (apparent single serial reporter),civilian (serial photo-reporter),none,photographic (camera-only),T4 (aggregate of T3 reports),ufo-hunters.com PR country index (lists all cluster members),https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,http://web.archive.org/web/20251215113930/https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,2017-2018,en,GROUPED CLUSTER - not individual ledger rows,"none; cluster, not a single event",20,low,The whole cluster shows the serial-photo-reporter signature; the large majority are most plausibly photographic artifacts. Grouped to prevent ledger inflation.,"Represents the 2017-18 Humacao-Naguabo reporting flap as ONE annotated ledger row instead of ~24, preserving the pattern without inflating case counts.",Is it genuinely one reporter? Any live (non-camera) observations in the set?,Operator may sample 2-3 members if a live-witness report is found; otherwise keep as one cluster row.,(none),Grouped cluster. Best-of representative is PRUAP-GAP-CL-2017-001. Member case IDs available on the linked index. || ARCHIVE: existing Wayback snapshot recorded in archived_url (verified via archive.org availability API).
3,PRUAP-GAP-CL-2017-002,2017,12/24/2017,2017-12-24,exact,daytime,Naguabo,"barrio unspecified, near El Yunque rainforest",18.2171,-65.7211,municipality centroid,East PR coast / El Yunque foothills,aerial,photo_video_case,merge_case;single_photo_session;shape_changing;4_same_day_reports_merged,"MERGE entry: on 2017-12-24 a single photographer near the El Yunque rainforest edge in Naguabo took many sky photos and filed 4 separate same-day MUFON reports (#89066 and 3 others, logged as cigar x3 + egg). Witness text states 'a ufo (one of many) ... this is one of many I took this day.' The 4 reports are one photo session and are merged into a single case entry.",1,civilian (photo-reporter),none,photographic (camera-only; multi-frame),T3,ufo-hunters.com mirror of MUFON case 89066 (+3 same-day reports),"https://www.ufo-hunters.com/sightings/search/5a56986e9d2e4cd486514ac4/UFO%20Sighting%20in%20Naguabo,%20Naguabo%20(Puerto%20Rico)%20on%20Sunday%2024%20December%202017","https://web.archive.org/web/20260523104216/https://www.ufo-hunters.com/sightings/search/5a56986e9d2e4cd486514ac4/UFO%20Sighting%20in%20Naguabo,%20Naguabo%20(Puerto%20Rico)%20on%20Sunday%2024%20December%202017",2017-12-24,en,MERGE (4 same-day reports -> 1 entry) vs real ledger,none; 2017 had 0 ledger cases,28,low-medium,Single-photographer multi-frame photo session; 'shape changing' across frames is consistent with a small foreground object (bird/insect) or artifact moving through the frame. Camera-only.,Demonstrates the SPLIT/MERGE rule: 4 NUFORC/MUFON rows for one photo session collapse to one event entry.,Whether any object was seen live; same reporter as the Humacao cluster?,Pull MUFON CMS 89066 EXIF; compare reporter identity to Humacao cluster.,(none),Merge case. Likely the same serial photo-reporter as PRUAP-GAP-CLUSTER-2017-HUM. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser); recorded in archived_url.
3,PRUAP-GAP-CL-2019-001,2019,10/31/2019,2019-10-31,exact,"unspecified, 1 min 16 s duration",Caguas,barrio unspecified,18.2475,-66.0588,municipality centroid,Central-east PR / San Juan metro fringe,aerial,photo_video_case,best_of_cluster;video;3_photos;audible_loud_constant_noise;cloud_level,"BEST-OF entry for the Caguas 2019 cluster. Most complete report: an object the witness took ~1.5 s to distinguish from an airplane, passing by at medium-fast speed at cloud level and emitting a loud constant noise as it neared. Submitted with a video (TriangularUFO.mp4) and 3 photos. Duration 1 min 16 s.",1,civilian,none,photo/video (video + 3 photos),T3,ufo-hunters.com mirror of MUFON case 104492,"https://www.ufo-hunters.com/sightings/search/5deeca949d2e4cd4862450e7/UFO%20Sighting%20in%20Caguas,%20Caguas%20(Puerto%20Rico)%20on%20Thursday%2031%20October%202019","https://web.archive.org/web/20260523104138/https://www.ufo-hunters.com/sightings/search/5deeca949d2e4cd4862450e7/UFO%20Sighting%20in%20Caguas,%20Caguas%20(Puerto%20Rico)%20on%20Thursday%2031%20October%202019",2019-11-13 (report); 2019-10-31 (event),en,NEW (best-of cluster) vs real ledger,none; 2019 ledger rows PRUAP-0440/0441/0442 distinct,42,medium,Loud constant noise + cloud-level + medium-fast = plausibly a conventional aircraft the witness could not identify; however video + 3 photos give it the best evidentiary base of the Caguas cluster. Retain pending video analysis.,Best-of representative of the Caguas 2019 cluster; the only member with video AND photos AND an audible-sound detail.,Video not analyzed; aircraft cannot be ruled out without it.,Pull MUFON CMS 104492 video (TriangularUFO.mp4) for analysis.,FAA SJU TRACON,Best-of entry for cluster PRUAP-GAP-CLUSTER-2019-CAG. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser); recorded in archived_url.
3,PRUAP-GAP-CLUSTER-2019-CAG,2019,April 2019 - September 2019 (range),2019-04/2019-09,range,various,Caguas,barrio unspecified,18.2475,-66.0588,municipality centroid,Central-east PR / San Juan metro fringe,aerial,photo_video_case,grouped_cluster;serial_reporter;~8_reports;bullet_missile_shape_run;repetitive,"GROUPED CLUSTER entry consolidating ~8 repetitive MUFON reports filed from Caguas between April and September 2019 by an apparent serial reporter, including a dense run of 'Bullet, Missile'-shaped objects logged on 2019-09-07/10/10/11/18/20 plus 2019-04-02 and 2019-08-26. Grouped per dedup rule against count inflation; NOT itemized.",1 (apparent single serial reporter),civilian (serial reporter),none,witness reports (aggregate),T4 (aggregate of T3 reports),ufo-hunters.com PR country index (lists all cluster members),https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,http://web.archive.org/web/20251215113930/https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,2019,en,GROUPED CLUSTER - not individual ledger rows,"none; cluster, not a single event",20,low,"The dense same-shape ('Bullet, Missile') same-town run over two weeks of Sept 2019 is the serial-reporter signature; most plausibly repeated observations of conventional aircraft/contrails. Grouped to prevent inflation.",Represents the 2019 Caguas reporting flap as ONE annotated row instead of ~8.,Single reporter confirmed? Any distinct event in the run?,Operator may sample if a distinct multi-witness member is found.,(none),Grouped cluster. Best-of representative is PRUAP-GAP-CL-2019-001. || ARCHIVE: existing Wayback snapshot recorded in archived_url (verified via archive.org availability API).
3,PRUAP-GAP-CL-2018-001,2018,12/17/2018,2018-12-17,exact,unspecified,Gurabo,barrio unspecified,,,municipality centroid,East-central PR,aerial,triangle_object,merge_case;2_reports_same_event;triangle,MERGE entry: two MUFON reports (ufo-hunters mirror IDs 5c54a1d5...4d52 and 5e92f381...04cb) describe a triangle over Gurabo on 2018-12-17 - the same event recorded twice. Merged into one case.,1+,civilian,none,witness report,T3,ufo-hunters.com mirror of MUFON (2 same-event reports),https://www.ufo-hunters.com/sightings/search/5c54a1d59d2e4cd486334d52/UFO%20Sighting%20in%20Gurabo%20(Puerto%20Rico)%20on%20Monday%2017%20December%202018,,2018-12-17,en,MERGE (2 reports -> 1 entry) vs real ledger,none; 2018 ledger rows PRUAP-0438/0439 distinct,30,low-medium,Triangle at night frequently a conventional aircraft with running lights; brief description limits assessment.,Demonstrates MERGE rule; adds a date/locality-anchored 2018 Gurabo case.,Full MUFON text for both reports; are they the same witness?,Pull both MUFON case files.,(none),Merge case (2 reports of one event). || ARCHIVE: archived_url left BLANK — Save Page Now was submitted via the Claude-in-Chrome browser on 2026-05-23 but the capture could not be confirmed this session (Wayback resolver/progress page hung repeatedly). No archive URL fabricated.
3,PRUAP-GAP-CL-2018-002,2018,12/08/2018,2018-12-08,exact,unspecified,Patillas,barrio unspecified (MUFON mis-tags 'New Jersey'),,,municipality centroid,Southeast PR coast,aerial,unknown_anomaly,merge_case;2_reports_same_event;MUFON_geotag_error,MERGE entry: two MUFON reports (ufo-hunters mirror IDs 5c54a229...4e28 and 5e92f36b...5fd3) describe an 'Other'-shape object over Patillas on 2018-12-08 - the same event recorded twice. MUFON location field erroneously appends 'New Jersey' to Patillas.,1+,civilian,none,witness report,T3,ufo-hunters.com mirror of MUFON (2 same-event reports),"https://www.ufo-hunters.com/sightings/search/5c54a2299d2e4cd486334e28/UFO%20Sighting%20in%20Patillas,%20New%20Jersey%20(Puerto%20Rico)%20on%20Saturday%2008%20December%202018","https://web.archive.org/web/20260523104343/https://www.ufo-hunters.com/sightings/search/5c54a2299d2e4cd486334e28/UFO%20Sighting%20in%20Patillas,%20New%20Jersey%20(Puerto%20Rico)%20on%20Saturday%2008%20December%202018",2018-12-08,en,MERGE (2 reports -> 1 entry) vs real ledger,none,26,low-medium,Brief 'Other'-shape description limits conventional assessment; full MUFON text needed.,Adds a 2018 Patillas (southeast coast) case; demonstrates MERGE rule + flags a MUFON geotag error.,Full MUFON text; confirm Patillas PR (not NJ).,Pull both MUFON case files.,(none),Merge case. MUFON geotag error ('New Jersey') flagged. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser); recorded in archived_url.
3,PRUAP-GAP-CLUSTER-2018-MISC,2018,2018 (various dates),2018,year-only (multi),various,"Quebradillas, Humacao, Naguabo",multiple barrios,,,municipality (multi),PR (multi-region),aerial,photo_video_case,grouped_cluster;same_day_duplicate_pairs;repetitive,"GROUPED CLUSTER entry consolidating 2018 same-day duplicate-pair MUFON reports not promoted individually: Quebradillas 2018-04-07 (cigar x2), Humacao 2018-08-19 (cigar x2, part of the Humacao serial cluster), Naguabo 2018-08-26 (sphere + cigar). Each pair is one event reported twice; grouped to avoid count inflation.",1+ per event,civilian,none,witness reports (aggregate),T4 (aggregate of T3 reports),ufo-hunters.com PR country index (lists all cluster members),https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,http://web.archive.org/web/20251215113930/https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,2018,en,GROUPED CLUSTER - not individual ledger rows,none; cluster,20,low,Same-day duplicate pairs; brief descriptions; mostly cigar-shape repeats consistent with conventional aircraft or the Humacao serial photo-reporter.,Captures residual 2018 same-day duplicate pairs as one annotated row.,Whether the Quebradillas/Naguabo pairs are distinct from the Humacao serial reporter.,Operator may sample if a distinct multi-witness member is found.,(none),Grouped cluster of 2018 same-day duplicate pairs. || ARCHIVE: existing Wayback snapshot recorded in archived_url (verified via archive.org availability API).
4,PRUAP-GAP-2014-001,2014,04/15/2014,2014-04-15,exact,"night, 3 minutes",San Juan,unspecified barrio,18.4663,-66.1057,municipality centroid,North PR coast / San Juan metro,aerial,formation,two_objects;formation;orange;during_lunar_eclipse;high_speed_departure,"Two bright orange objects appeared from the NW while the witness was watching the total lunar eclipse; they stopped, looked like 'two ships on fire', then departed at very high speed back the way they came. Duration 3 minutes.",1+,civilian,none,witness narrative,T3,ufo-hunters.com mirror of NUFORC report,https://www.ufo-hunters.com/sightings/search/5390281c83c78d384ec3a8d7/UFO%20Sighting%20in%20San%20Juan%20(Puerto%20Rico)%20on%20Tuesday%2015%20April%202014,https://web.archive.org/web/20260523104344/https://www.ufo-hunters.com/sightings/search/5390281c83c78d384ec3a8d7/UFO%20Sighting%20in%20San%20Juan%20(Puerto%20Rico)%20on%20Tuesday%2015%20April%202014,2014-04-18 (report); 2014-04-15 (event),en,NEW vs real ledger,none; 2014 ledger rows PRUAP-0426/0427/0428/0429 distinct,42,medium,"2014-04-15 was a genuine total lunar eclipse ('blood moon'); two orange lights could be conventional (aircraft, Chinese lanterns) but the 'stop then depart at very high speed' behavior is the anomalous element. Retain pending assessment.",Adds a date-anchored 2014 San Juan case; the eclipse provides an independent time/sky-condition anchor.,Were the objects photographed? Other eclipse-watchers as co-witnesses?,Canvass for other 04/15/2014 eclipse-night reports; check SJU airspace.,FAA SJU,Event date corroborated by the real 2014-04-15 total lunar eclipse. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser); recorded in archived_url.
4,PRUAP-GAP-2014-002,2014,07/20/2014,2014-07-20,exact,sunrise,Cabo Rojo,"campsite, object ~100 ft away ~30 ft above trees; powerlines nearby",18.0924,-67.1419,exact locality,Southwest PR coast / Cabo Rojo anomaly corridor,aerial,disc_object,close_range_100ft;low_altitude_30ft;diamond_shape;radar_dish_feature;photo_and_video;silent,"Witness awoke in a camper at sunrise and saw a diamond-shaped object ~100 ft away and ~30 ft above the treeline, the rising sun shimmering off one side and what appeared to be a radar dish or an opening on the shadow side. Silent. Witness took iPhone photos and video. Powerlines nearby.",1,civilian,none,photo/video + narrative,T3,ufo-hunters.com mirror of MUFON report,"https://www.ufo-hunters.com/sightings/search/53cca00183c78d384ec3af9e/UFO%20Sighting%20in%20Cabo%20Rojo,%20Cabo%20Rojo%20(Puerto%20Rico)%20on%20Sunday%2020%20July%202014","https://web.archive.org/web/20260523104355/https://www.ufo-hunters.com/sightings/search/53cca00183c78d384ec3af9e/UFO%20Sighting%20in%20Cabo%20Rojo,%20Cabo%20Rojo%20(Puerto%20Rico)%20on%20Sunday%2020%20July%202014",2014-07-20 (same-day report),en,NEW vs real ledger,none; 2014 ledger rows distinct,48,medium,"Close-range (~100 ft) low-altitude (~30 ft) structured object with a 'radar dish' feature, silent, photographed + videoed at sunrise — not an obvious conventional match; sun-glint on a mundane object (e.g., a tethered/utility structure near powerlines) is the leading alternative and needs the imagery to assess.","Strong 2014 candidate: close-range, structured, photo + video, in the Cabo Rojo anomaly corridor.",MUFON image/video not analyzed; could it be a fixed structure near the powerlines seen at a glancing sun angle?,Pull MUFON case file imagery for ID 4ec3af9e; check for fixed structures at the campsite coords.,(none),Cabo Rojo corridor; photo+video case. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser); recorded in archived_url.
4,PRUAP-GAP-CLUSTER-2014,2014,2014 (various dates),2014,year-only (multi),various,"San Juan, Ponce, Cayey, Culebra, Maunabo, Caguas, Cabo Rojo, Bayamón, Aguadilla, Quebradillas, Salinas",multiple barrios,,,municipality (multi),PR (island-wide),aerial,unknown_anomaly,grouped_cluster;~13_reports;island_wide_2014;sampled_not_bulk_imported,"GROUPED CLUSTER entry consolidating ~13 additional 2014 Puerto Rico reports on the ufo-hunters.com NUFORC/MUFON mirror not promoted individually (Cayey 12-20, Culebra 08-06 star-like, Ponce 08-01, Maunabo 07-24, Caguas 05-25, Cabo Rojo 04-19, Bayamón 04-19 triangle, San Juan 03-14 boomerang + 03-09, Aguadilla 02-20, Quebradillas 02-08, Salinas 01-14). Per the operator's 'sample, do not bulk-import' instruction, the two most distinct 2014 cases were itemized (PRUAP-GAP-2014-001/-002) and the geographically-dispersed remainder is grouped here.",1+ per event,civilian,none,witness reports (aggregate),T4 (aggregate of T3 reports),ufo-hunters.com PR country index (lists all 2014 members),https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,http://web.archive.org/web/20251215113930/https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,2014,en,GROUPED CLUSTER - not individual ledger rows,"none; cluster, not a single event",22,low,"Mixed bag of brief single-witness reports; individually most are plausibly conventional (aircraft, lights, the Culebra 08-06 star-like is near the ledger's 08-08 Culebra NOAA-sonar item but a distinct date/phenomenon). Grouped to avoid count inflation.",Represents the residual 2014 PR reporting volume as one annotated row; 2014 had only 4 ledger cases.,Whether any grouped member is multi-witness or has media.,Operator may itemize a member if multi-witness or media surfaces; check Culebra 08-06 vs ledger PRUAP-0429.,(none),"Grouped cluster. Best-of itemized: PRUAP-GAP-2014-001 (San Juan), PRUAP-GAP-2014-002 (Cabo Rojo). || ARCHIVE: existing Wayback snapshot recorded in archived_url (verified via archive.org availability API)."
4,PRUAP-GAP-CLUSTER-2015,2015,2015 (various dates),2015,year-only (multi),various,"San Juan, Arecibo, Aguadilla, Añasco",multiple barrios,,,municipality (multi),PR (north + west),aerial,unknown_anomaly,grouped_cluster;~7_reports;sampled_not_bulk_imported,"GROUPED CLUSTER entry consolidating the ~7 2015 Puerto Rico reports on the ufo-hunters.com NUFORC/MUFON mirror (San Juan 11-27 sphere, Arecibo 09-08, San Juan 07-13, Aguadilla 07-11 circle, San Juan 06-06, Arecibo 04-16 square/rectangular, Añasco 02-16 disc). None individually distinct enough to itemize as a best-of; grouped per the operator's 'sample, do not bulk-import' instruction.",1+ per event,civilian,none,witness reports (aggregate),T4 (aggregate of T3 reports),ufo-hunters.com PR country index (lists all 2015 members),https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,http://web.archive.org/web/20251215113930/https://www.ufo-hunters.com/sightings/country/PRI/Puerto%20Rico,2015,en,GROUPED CLUSTER - not individual ledger rows,none; cluster. Ledger 2015 rows PRUAP-0430/0431/0432 distinct,20,low,Brief single-witness reports; individually plausibly conventional. Grouped to avoid count inflation.,Represents the residual 2015 PR reporting volume as one annotated row; 2015 had only 3 ledger cases.,Whether the Arecibo 04-16 'square/rectangular' or San Juan 11-27 sphere has media or multiple witnesses.,Operator may itemize a member if multi-witness or media surfaces.,(none),Grouped cluster. No 2015 member met the best-of threshold. || ARCHIVE: existing Wayback snapshot recorded in archived_url (verified via archive.org availability API).
6,PRUAP-GAP-PDF-001,1973,1973 (during Aug-Oct 1973 Caribbean wave),1973,year-only,early hours of one night,San Juan,between two ~20-storey apartment buildings,,,city sector,North PR coast / San Juan metro,aerial,disc_object,luminous_disc;low_altitude_200m;multi_witness;1973_wave,"During the 1973 Caribbean UFO wave, residents of two ~20-storey San Juan apartment buildings saw a large very luminous disc pass slowly between the buildings, halt a few seconds, then move on across the city at ~200 m height.",multiple (building residents),civilian (multi-witness),,witness narrative (journal account),T4,"Salvador Freixedo, 'UFOs over the Caribbean', Flying Saucer Review / SBEDV reprint (extraction case B2)","BuhlerUFO-1970Military-AcademiaBrazilFSR-CH-1973-N-14.pdf (p.2, Freixedo article)","(n/a - local PDF/book source, no web URL to archive)",1973 (article),en,NEW vs 470-ledger + 32 prior candidates,none,30,low-medium,"Year-only date; a luminous object between high-rises could be misidentified aircraft/searchlight, but slow halt-and-resume is the anomalous element. Single-researcher 1973 account, unverifiable.",A discrete 1973-wave San Juan disc event not represented as an individual ledger row.,Exact date; building identities; how many residents.,Cross-check El Mundo/El Imparcial Aug-Oct 1973 San Juan UFO coverage.,(none),Extraction case B2. Freixedo article truncates mid-text. Anecdotal journal source - score capped.
6,PRUAP-GAP-PDF-002,1969,"c. 1968-1969 ('about four years' before the 1973 article), ~noon",1969,approximate (year uncertain 1968-69),~noon,Bayamón,suburb of San Juan,,,municipality,North PR metro,aerial,disc_object,researcher_first_person;daytime;rocking_motion;20min_observation,"UFO researcher Salvador Freixedo personally watched, for ~20 minutes around noon, a blackish disc ~3-4 m in diameter travelling through the air with a constant rocking motion at ~230 m altitude over Bayamon.",1 (the researcher),researcher (first-person),,witness narrative (researcher's own sighting),T3/T4,"Salvador Freixedo, 'UFOs over the Caribbean', Flying Saucer Review / SBEDV reprint (extraction case B3)","BuhlerUFO-1970Military-AcademiaBrazilFSR-CH-1973-N-14.pdf (p.2, Freixedo article)","(n/a - local PDF/book source, no web URL to archive)",1973 (article),en,NEW vs 470-ledger + 32 prior candidates,none,33,low-medium,Daytime 20-min observation of a rocking disc; balloon/debris possible but the sustained rocking-flight description is atypical. First-person researcher account; year only approximate.,First-person sighting by a named researcher; a 1968-69 Bayamon daytime case absent from the ledger.,Exact year (1968 vs 1969); precise Bayamon locality.,Check Freixedo's other writings for a firmer date.,(none),Extraction case B3. Freixedo's own sighting - first-person but still single-researcher; T3/T4.
6,PRUAP-GAP-PDF-003,,[date not given],,none given,,Río Grande,"Guzmán Arriba, next to El Yunque",,,locality,East PR / El Yunque foothills,aerial,aerial_light,star_like_object;zigzag;merged_with_mountain;multi_witness,"Edwin Godoy, his wife Myrna and others watched a bright star-like object fly out of a slope next to El Yunque, perform fast zigzagging turns, then make a sudden downward jump and 'merge with the mountain' at the same spot it emerged from.",3+,civilian (multi-witness),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M3",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,24,low,No date given; star-like object behaviour hard to assess. Possible aircraft against terrain. Anecdotal.,El Yunque-edge sighting with named witnesses; not in ledger.,No date; relationship of witness Edwin Godoy to the non-PR M51 account.,Date the event via Jorge Martin / Enigma backfiles.,(none),"Extraction case M3. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-004,1987,June 1987 (appeared after 31 May 1987 explosion),1987-06,month,,Lajas,"Olivares sector, field of Fidel Avilés, behind Sierra Bermeja",,,locality,Southwest PR / Lajas valley,ground_trace,physical_trace_case,crop_circles;38_circles;baked_soil_rim;aerial_count;UPR_Mayaguez_certification,"Perfect circular ground marks (most 35-40 ft across, ~3-ft 'baked' harder rim, grass dead) appeared overnight in Fidel Avilés' field after the 31 May 1987 explosion; counts rose 8->12->38 (aerial count from Capt. Luis Irizarry's plane). UPR-Mayaguez agronomy program certified local fungus could not have formed them; soil pH altered only in the rim.","multiple (landowner, investigators, pilot)",civilian + agronomists,"University of Puerto Rico - Mayagüez (agronomy program, certification)",physical ground trace + witness narrative,T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M14",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,42,medium,Crop/ground circles globally are often hoaxes or fungal/agricultural; here the account claims UPR-Mayaguez ruled out fungus and notes a baked rim + pH change. Cannot independently verify the certification.,"Physical-trace case with named landowner, aerial count and a claimed university certification; coincident with the heavily-documented 1987 Lajas flap; not an individual ledger row.",Whether the UPR-Mayaguez certification document exists; hoax rule-out.,Locate UPR-Mayaguez agronomy records / Fidel Avilés family.,(none),Extraction case M14. Strongest Batch-6 physical-trace case but UPR certification unverified; single-researcher source.
6,PRUAP-GAP-PDF-005,1987,"June 1987, ~03:00",1987-06,month,~03:00,Lajas,"Olivares sector, behind the Avilés family store",,,locality,Southwest PR / Lajas valley,aerial,disc_object,three_objects;low_hover;upside_down_dishes;ground_marks_next_morning,"A young motorcyclist riding past the Avilés store at ~03:00 saw three luminous objects hovering near the ground behind the store - 'round, soundless, like upside-down dishes' with yellowish light. He fled; three new circular ground marks were found behind the store that same morning.",1 (recounted via Fillo Avilés),civilian,,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M15",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,30,low-medium,"Single witness, recounted second-hand; the same-morning ground marks are the corroborating element. Anecdotal.",Couples a low-hover sighting with fresh ground traces in the 1987 Lajas flap.,Witness identity; whether ground marks were documented.,Cross-reference with the M14 circle counts.,(none),"Extraction case M15. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-006,1987,June 1987 (after 31 May explosion),1987-06,month,,Lajas / Cabo Rojo,Llanos Tuna (Cabo Rojo) and Laguna Cartagena,,,multi-locality,Southwest PR / Lajas valley,ground_phenomenon,physical_trace_case,cobalt_blue_smoke;ground_cracks;lagoon;anti_contamination_suits;cordon,"After the 31 May 1987 explosion, cracks opened in the ground in parts of Lajas and Cabo Rojo and a bright cobalt-blue smoke issued forcefully from them - including from a yard in Llanos Tuna and from Laguna Cartagena itself. Named witnesses Pedro Asencio Vargas (teacher) and Carlos 'Carlencho' Medina; the lagoon was cordoned by personnel in camouflage with taped IDs and white anti-contamination suits.",multiple (named + Maguayo residents),civilian (multi-witness),,physical phenomenon + witness narrative,T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M17",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,32,low-medium,Coloured smoke from ground cracks after a seismic event could be geophysical (gas/mineral); the 'cobalt-blue' colour and the official cordon are the unusual claims. Unverified.,Physical ground phenomenon with named witnesses tied to the 1987 Lajas events; not a ledger row.,Geochemical identity of the blue smoke; who imposed the cordon.,PR Seismic Network / USGS records for the 31 May 1987 event.,USGS / PR Emergency Management,"Extraction case M17. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-007,1987,day after 31 May 1987,1987-06-01,exact (relative),daytime,Lajas,Sierra Bermeja hilltop behind the Vélez residence,,,locality,Southwest PR / Lajas valley,aerial+ground,military_activity,unmarked_green_helicopter;soil_scanning;black_berets;later_saucers_near_aerostat,"The day after the 31 May 1987 explosion, a green unmarked military helicopter landed on a Sierra Bermeja hilltop behind the Vélez home; men in green fatigues and black berets scanned the soil with metal-detector-like instruments ~1 hour, then left. Milton Vélez, wife and children later repeatedly saw luminous saucers descend at night near the government radar aerostat installed there.",multiple (Vélez family),civilian (multi-witness),unidentified military/security personnel,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M20",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,34,low-medium,Helicopter + soil survey could be a legitimate post-seismic geophysical survey; the 'unmarked' detail and later saucer claims are what mark it. Anecdotal.,Documents military soil-scanning activity at Sierra Bermeja right after the 1987 explosion; named family.,Which unit; what they were surveying.,FOIA PR National Guard / US Army for June 1987 SW PR activity.,PR National Guard / US Army,"Extraction case M20. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
